EF_W_EQUIP_LEAKS_ONSHORE.FACILITY_NAME,EF_W_EQUIP_LEAKS_ONSHORE.FACILITY_ID,EF_W_EQUIP_LEAKS_ONSHORE.REPORTING_YEAR,EF_W_EQUIP_LEAKS_ONSHORE.TABLE_NUM,EF_W_EQUIP_LEAKS_ONSHORE.TABLE_DESC,EF_W_EQUIP_LEAKS_ONSHORE.INDUSTRY_SEGMENT,EF_W_EQUIP_LEAKS_ONSHORE.LOCATION,EF_W_EQUIP_LEAKS_ONSHORE.SOURCE_TYPE_COUNT,EF_W_EQUIP_LEAKS_ONSHORE.AVERAGE_TIME_OPERATIONAL,EF_W_EQUIP_LEAKS_ONSHORE.CO2_EMISSIONS,EF_W_EQUIP_LEAKS_ONSHORE.CH4_EMISSIONS,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE_CALC_METHOD,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_PRESENT,EF_W_EQUIP_LEAKS_ONSHORE.EQUIPMENT_TYPE_COUNT,EF_W_EQUIP_LEAKS_ONSHORE.MAJ_EQ_TYPE_COUNT_EAST,EF_W_EQUIP_LEAKS_ONSHORE.MAJ_EQ_TYPE_COUNT_WEST,EF_W_EQUIP_LEAKS_ONSHORE.EMISSION_SRC_TYPE,EF_W_EQUIP_LEAKS_ONSHORE.SERVICE_TYPE
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,229,7403,0.1337581,1.3605695,,,,,,,Valves,Light crude service
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,418,7403,0.0146491,0.1490091,,,,,,,Flanges,Light crude service
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,366,7403,0.0299291,0.3044349,,,,,,,Connectors,Light crude service
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,0,0,0,0,,,,,,,Open ended lines,Light crude service
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,11,7403,0.001285,0.013071,,,,,,,Pumps,Light crude service
Unit Petroleum 166 Golf Coast,1008242,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,9,7403,0.0315412,0.320833,,,,,,,Other equipment leaks sources (such as instruments  loading arms  stuffing boxes  compressor seals  dump lever arms  breather caps),Light crude service
Grizzly Anadarko Basin,1008200,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,7475,8760,5.3,125.4,,,,,,,Valves,Gas Service
Grizzly Anadarko Basin,1008200,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,24831,8760,2.5,58.5,,,,,,,Connectors,Gas Service
Grizzly Anadarko Basin,1008200,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,865,8760,0.2,3.7,,,,,,,Open ended lines,Gas Service
Grizzly Anadarko Basin,1008200,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,402,8760,0.5,10.8,,,,,,,Pressure relief valves,Gas Service
Grizzly Anadarko Basin,1008200,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,1160,8760,0.3,8,,,,,,,Valves,Light crude service
Grizzly Anadarko Basin,1008200,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,2084,8760,0,0.9,,,,,,,Flanges,Light crude service
Grizzly Anadarko Basin,1008200,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,2058,8760,0.1,2,,,,,,,Connectors,Light crude service
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,553,8760,0,3.6088,,,,,,,Pressure relief valves,Gas Service
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,5274,8760,0.01,43.0216,,,,,,,Valves,Light crude service
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,10068,8760,0,4.9276,,,,,,,Flanges,Light crude service
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,7848,8760,0,8.9628,,,,,,,Connectors,Light crude service
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,0,8760,0,0,,,,,,,Open ended lines,Light crude service
Appalachian Basin (Eastern Overthrust Area),1010721,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,402,8760,0.01,19.6756,,,,,,,Other equipment leaks sources (such as instruments  loading arms  stuffing boxes  compressor seals  dump lever arms  breather caps),Light crude service
Rex Energy Corporation Appalachian Basin Eastern Overthrust (160A) Operations,1011308,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,7807,7401.32102,0.0863509,30.5266952,,,,,,,Valves,Gas Service
Rex Energy Corporation Appalachian Basin Eastern Overthrust (160A) Operations,1011308,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,33151,7401.32102,0.0402944,14.2330087,,,,,,,Connectors,Gas Service
Rex Energy Corporation Appalachian Basin Eastern Overthrust (160A) Operations,1011308,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,361,7401.32102,0.0093625,3.2201554,,,,,,,Open ended lines,Gas Service
Rex Energy Corporation Appalachian Basin Eastern Overthrust (160A) Operations,1011308,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,232,7401.32102,0.0020914,0.6033187,,,,,,,Pressure relief valves,Gas Service
EagleRidge Operating  LLC. Fort Worth Syncline Basin,1011765,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,9808,8760,6.0151763,194.6147614,,,,,,,Valves,Gas Service
EagleRidge Operating  LLC. Fort Worth Syncline Basin,1011765,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,30947,8760,2.6665517,86.2735019,,,,,,,Connectors,Gas Service
EagleRidge Operating  LLC. Fort Worth Syncline Basin,1011765,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,1218,8760,0.1913778,6.1918287,,,,,,,Open ended lines,Gas Service
EagleRidge Operating  LLC. Fort Worth Syncline Basin,1011765,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,526,8760,0.5145476,16.6476526,,,,,,,Pressure relief valves,Gas Service
Crescent Point Energy Corporation Williston Basin (395) Operations,1010521,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,2247,7728,1.7721,7.9207,,,,,,,Valves,Light crude service
Crescent Point Energy Corporation Williston Basin (395) Operations,1010521,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,4070,7728,0.1926,0.8608,,,,,,,Flanges,Light crude service
Crescent Point Energy Corporation Williston Basin (395) Operations,1010521,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,3598,7728,0.3972,1.7756,,,,,,,Connectors,Light crude service
Crescent Point Energy Corporation Williston Basin (395) Operations,1010521,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,0,7728,0,0,,,,,,,Open ended lines,Light crude service
Crescent Point Energy Corporation Williston Basin (395) Operations,1010521,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,156,7728,0.7382,3.2994,,,,,,,Other equipment leaks sources (such as instruments  loading arms  stuffing boxes  compressor seals  dump lever arms  breather caps),Light crude service
Verdad Resources LLC - DJ Basin,1009731,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,2732,7354.36,1.44,12.97,,,,,,,Valves,Light crude service
Verdad Resources LLC - DJ Basin,1009731,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,4596,7354.36,0.34,3.06,,,,,,,Connectors,Light crude service
Verdad Resources LLC - DJ Basin,1009731,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,4960,7354.36,0.16,1.41,,,,,,,Flanges,Light crude service
Verdad Resources LLC - DJ Basin,1009731,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Western U.S.,126,7254.36,0.4,3.6,,,,,,,Other equipment leaks sources (such as instruments  loading arms  stuffing boxes  compressor seals  dump lever arms  breather caps),Light crude service
Indigo Minerals  LLC,1007599,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,41751,8760,2.29,17.913,,,,,,,Connectors,Gas Service
Indigo Minerals  LLC,1007599,2015,Table R.1,Equipment leaks calculated using population counts and factors (for Onshore Petroleum and Natural Gas Production and Onshore Petroleum and Natural Gas Gathering and Boosting only),Onshore petroleum and natural gas production [98.230(a)(2)],Eastern U.S.,263,8760,0.29,2.294,,,,,,,Open ended lines,Gas Service
